"stop_id","stop_name","location_type","parent_station"
"par_4_140","CARTAGENA","0",Null
"par_4_141","AVENIDA DE AMERICA","0","est_90_4"
"par_4_142","GREGORIO MARAÑON","0",Null
"par_4_143","ALONSO CANO","0",Null
"par_4_144","CANAL","0","est_4_41"
"par_4_145","ISLAS FILIPINAS","0",Null
"par_4_146","GUZMAN EL BUENO","0","est_4_122"
"par_4_147","FRANCOS RODRIGUEZ","0",Null
"par_4_148","VALDEZARZA","0",Null
"par_4_149","ANTONIO MACHADO","0",Null
"par_4_15","ATOCHA","0",Null
"par_4_150","PEÑAGRANDE","0",Null
"par_4_151","AVDA. DE LA ILUSTRACION","0",Null
"par_4_152","LACOMA","0",Null
"par_4_154","PITIS","0",Null
"par_4_155","NUEVOS MINISTERIOS","0","est_90_71"
"par_4_156","COLOMBIA","0",Null
"par_4_157","MAR DE CRISTAL","0","est_4_71"
"par_4_158","FERIA DE MADRID","0",Null
"par_4_159","AEROPUERTO T1 T2 T3","0","est_90_34"
"par_4_16","ATOCHA-RENFE","0","est_90_54"
"par_4_160","BARAJAS","0",Null
"par_4_161","HERRERA ORIA","0",Null
"par_4_162","BARRIO DEL PILAR","0",Null
"par_4_163","VENTILLA","0",Null
"par_4_164","PLAZA DE CASTILLA","0","est_90_21"
"par_4_165","DUQUE DE PASTRANA","0",Null
"par_4_166","PIO XII","0",Null
"par_4_167","COLOMBIA","0","est_4_156"
"par_4_168","CONCHA ESPINA","0",Null
"par_4_169","CRUZ DEL RAYO","0",Null
"par_4_17","MENENDEZ PELAYO","0",Null
"par_4_170","AVENIDA DE AMERICA","0","est_90_4"
"par_4_171","NUÑEZ DE BALBOA","0","est_4_83"
"par_4_172","PRINCIPE DE VERGARA","0","est_4_31"
"par_4_173","IBIZA","0",Null
"par_4_174","SAINZ DE BARANDA","0","est_4_114"
"par_4_175","ESTRELLA","0",Null
"par_4_176","VINATEROS","0",Null
"par_4_177","ARTILLEROS","0",Null
"par_4_178","PAVONES","0",Null
"par_4_179","VALDEBERNARDO","0",Null
"par_4_18","PACIFICO","0",Null
"par_4_180","VICALVARO","0",Null
"par_4_181","SAN CIPRIANO","0",Null
"par_4_182","PUERTA DE ARGANDA","0",Null
"par_4_183","RIVAS URBANIZACIONES","0",Null
"par_4_184","RIVAS VACIAMADRID","0",Null
"par_4_185","LA POVEDA","0",Null
"par_4_186","ARGANDA DEL REY","0",Null
"par_4_187","FUENCARRAL","0",Null
"par_4_188","BEGOÑA","0",Null
"par_4_189","CHAMARTIN","0","est_90_25"
"par_4_19","PUENTE DE VALLECAS","0",Null
"par_4_190","PLAZA DE CASTILLA","0","est_90_21"
"par_4_191","CUZCO","0",Null
"par_4_192","SANTIAGO BERNABEU","0",Null
"par_4_193","NUEVOS MINISTERIOS","0","est_90_71"
"par_4_194","GREGORIO MARAÑON","0","est_4_142"
"par_4_195","ALONSO MARTINEZ","0","est_4_57"
"par_4_196","TRIBUNAL","0","est_4_10"
"par_4_197","PLAZA DE ESPAÑA","0","est_4_50"
"par_4_198","PRINCIPE PIO","0","est_90_18"
"par_4_199","LAGO","0",Null
"par_4_2","VALDEACEDERAS","0",Null
"par_4_20","NUEVA NUMANCIA","0",Null
"par_4_200","BATAN","0",Null
"par_4_201","CASA DE CAMPO","0","est_4_103"
"par_4_202","COLONIA JARDIN","0",Null
"par_4_203","CUATRO VIENTOS","0",Null
"par_4_204","JOAQUIN VILUMBRALES","0",Null
"par_4_205","PUERTA DEL SUR","0",Null
"par_4_206","PLAZA ELIPTICA","0","est_90_36"
"par_4_207","ABRANTES","0",Null
"par_4_208","PAN BENDITO","0",Null
"par_4_209","PUERTA DEL SUR","0","est_4_205"
"par_4_21","PORTAZGO","0",Null
"par_4_210","PARQUE LISBOA","0",Null
"par_4_211","ALCORCON CENTRAL","0",Null
"par_4_212","PARQUE OESTE","0",Null
"par_4_213","UNIVERSIDAD REY JUAN CARLOS","0",Null
"par_4_214","MOSTOLES CENTRAL","0",Null
"par_4_215","PRADILLO","0",Null
"par_4_216","HOSPITAL DE MOSTOLES","0",Null
"par_4_217","MANUELA MALASAÑA","0",Null
"par_4_218","LORANCA","0",Null
"par_4_219","HOSPITAL DE FUENLABRADA","0",Null
"par_4_22","BUENOS AIRES","0",Null
"par_4_220","PARQUE EUROPA","0",Null
"par_4_221","FUENLABRADA CENTRAL","0",Null
"par_4_222","PARQUE DE LOS ESTADOS","0",Null
"par_4_223","ARROYO CULEBRO","0",Null
"par_4_224","CONSERVATORIO","0",Null
"par_4_225","ALONSO DE MENDOZA","0",Null
"par_4_226","GETAFE CENTRAL","0",Null
"par_4_227","JUAN DE LA CIERVA","0",Null
"par_4_228","EL CASAR","0",Null
"par_4_229","LOS ESPARTALES","0",Null
"par_4_23","ALTO DEL ARENAL","0",Null
"par_4_230","EL BERCIAL","0",Null
"par_4_231","EL CARRASCAL","0",Null
"par_4_232","JULIAN BESTEIRO","0",Null
"par_4_233","CASA DEL RELOJ","0",Null
"par_4_234","HOSPITAL SEVERO OCHOA","0",Null
"par_4_235","LEGANES CENTRAL","0",Null
"par_4_236","SAN NICASIO","0",Null
"par_4_237","OPERA","0","est_4_36"
"par_4_238","PRINCIPE PIO","0","est_90_18"
"par_4_24","MIGUEL HERNANDEZ","0",Null
"par_4_25","SIERRA DE GUADALUPE","0",Null
"par_4_252","ALAMEDA DE OSUNA","0",Null
"par_4_253","EL CAPRICHO","0",Null
"par_4_254","SAN FRANCISCO","0",Null
"par_4_255","CARABANCHEL ALTO","0",Null
"par_4_256","LA PESETA","0",Null
"par_4_257","AVIACION ESPAÑOLA","0",Null
"par_4_258","PINAR DEL REY","0",Null
"par_4_259","ARGANZUELA-PLANETARIO","0",Null
"par_4_26","VILLA DE VALLECAS","0",Null
"par_4_260","LA ELIPA","0",Null
"par_4_261","CHAMARTIN","0","est_90_25"
"par_4_262","BAMBU","0",Null
"par_4_263","PINAR DE CHAMARTIN","0",Null
"par_4_264","HORTALEZA","0",Null
"par_4_265","MANOTERAS","0",Null
"par_4_266","PINAR DE CHAMARTIN","0","est_4_263"
"par_4_267","ALMENDRALES","0",Null
"par_4_268","HOSPITAL 12 DE OCTUBRE","0",Null
"par_4_269","SAN FERMIN-ORCASUR","0",Null
"par_4_27","CONGOSTO","0",Null
"par_4_270","CIUDAD DE LOS ANGELES","0",Null
"par_4_271","VILLAVERDE BAJO-CRUCE","0",Null
"par_4_272","SAN CRISTOBAL","0",Null
"par_4_273","VILLAVERDE ALTO","0",Null
"par_4_274","TRES OLIVOS","0",Null
"par_4_275","MONTECARMELO","0",Null
"par_4_276","LAS TABLAS","0",Null
"par_4_277","RONDA DE LA COMUNICACION","0",Null
"par_4_278","LA GRANJA","0",Null
"par_4_279","LA MORALEJA","0",Null
"par_4_28","VENTAS","0",Null
"par_4_280","MARQUES DE LA VALDAVIA","0",Null
"par_4_281","MANUEL DE FALLA","0",Null
"par_4_282","BAUNATAL","0",Null
"par_4_283","REYES CATOLICOS","0",Null
"par_4_284","HOSPITAL INFANTA SOFÍA","0",Null
"par_4_285","AEROPUERTO T4","0","est_90_33"
"par_4_286","ESTADIO METROPOLITANO","0",Null
"par_4_287","BARRIO DEL PUERTO","0",Null
"par_4_288","COSLADA CENTRAL","0",Null
"par_4_289","LA RAMBLA","0",Null
"par_4_29","MANUEL BECERRA","0",Null
"par_4_290","SAN FERNANDO","0",Null
"par_4_291","JARAMA","0",Null
"par_4_292","HENARES","0",Null
"par_4_293","LA GAVIA","0",Null
"par_4_294","LAS SUERTES","0",Null
"par_4_295","VALDECARROS","0",Null
"par_4_296","HOSPITAL DEL HENARES","0",Null
"par_4_3","TETUAN","0",Null
"par_4_30","GOYA","0",Null
"par_4_300","RIVAS FUTURA","0",Null
"par_4_305","LA FORTUNA","0",Null
"par_4_31","PRINCIPE DE VERGARA","0",Null
"par_4_32","RETIRO","0",Null
"par_4_322","LA ALMUDENA","0",Null
"par_4_323","ALSACIA","0",Null
"par_4_324","AVENIDA DE GUADALAJARA","0",Null
"par_4_325","LAS ROSAS","0",Null
"par_4_326","MIRASIERRA","0",Null
"par_4_33","BANCO DE ESPAÑA","0",Null
"par_4_34","SEVILLA","0",Null
"par_4_345","PACO DE LUCIA","0",Null
"par_4_35","SOL","0","est_90_58"
"par_4_36","OPERA","0",Null
"par_4_37","SANTO DOMINGO","0",Null
"par_4_38","NOVICIADO","0",Null
"par_4_39","SAN BERNARDO","0",Null
"par_4_4","ESTRECHO","0",Null
"par_4_40","QUEVEDO","0",Null
"par_4_41","CANAL","0",Null
"par_4_42","CUATRO CAMINOS","0","est_4_6"
"par_4_43","LEGAZPI","0",Null
"par_4_44","DELICIAS","0",Null
"par_4_45","PALOS DE LA FRONTERA","0",Null
"par_4_46","EMBAJADORES","0",Null
"par_4_47","LAVAPIES","0",Null
"par_4_48","SOL","0","est_90_58"
"par_4_49","CALLAO","0",Null
"par_4_5","ALVARADO","0",Null
"par_4_50","PLAZA DE ESPAÑA","0",Null
"par_4_51","VENTURA RODRIGUEZ","0",Null
"par_4_52","ARGÜELLES","0",Null
"par_4_53","MONCLOA","0","est_90_14"
"par_4_54","ARGÜELLES","0","est_4_52"
"par_4_55","SAN BERNARDO","0","est_4_39"
"par_4_56","BILBAO","0","est_4_9"
"par_4_57","ALONSO MARTINEZ","0",Null
"par_4_58","COLON","0",Null
"par_4_59","SERRANO","0",Null
"par_4_6","CUATRO CAMINOS","0",Null
"par_4_60","VELAZQUEZ","0",Null
"par_4_61","GOYA","0","est_4_30"
"par_4_62","LISTA","0",Null
"par_4_63","DIEGO DE LEON","0",Null
"par_4_64","AVENIDA DE AMERICA","0","est_90_4"
"par_4_65","PROSPERIDAD","0",Null
"par_4_66","ALFONSO XIII","0",Null
"par_4_67","AVENIDA DE LA PAZ","0",Null
"par_4_68","ARTURO SORIA","0",Null
"par_4_69","ESPERANZA","0",Null
"par_4_7","RIOS ROSAS","0",Null
"par_4_70","CANILLAS","0",Null
"par_4_71","MAR DE CRISTAL","0",Null
"par_4_72","SAN LORENZO","0",Null
"par_4_73","PARQUE DE SANTA MARIA","0",Null
"par_4_74","CANILLEJAS","0",Null
"par_4_75","TORRE ARIAS","0",Null
"par_4_76","SUANZES","0",Null
"par_4_77","CIUDAD LINEAL","0",Null
"par_4_78","PUEBLO NUEVO","0",Null
"par_4_79","QUINTANA","0",Null
"par_4_8","IGLESIA","0",Null
"par_4_80","EL CARMEN","0",Null
"par_4_81","VENTAS","0","est_4_28"
"par_4_82","DIEGO DE LEON","0","est_4_63"
"par_4_83","NUÑEZ DE BALBOA","0",Null
"par_4_84","RUBEN DARIO","0",Null
"par_4_85","ALONSO MARTINEZ","0","est_4_57"
"par_4_86","CHUECA","0",Null
"par_4_87","GRAN VIA","0","est_4_11"
"par_4_88","CALLAO","0","est_4_49"
"par_4_89","OPERA","0","est_4_36"
"par_4_9","BILBAO","0",Null
"par_4_90","LA LATINA","0",Null
"par_4_91","PUERTA DE TOLEDO","0",Null
"par_4_92","ACACIAS","0",Null
"par_4_93","PIRAMIDES","0",Null
"par_4_94","MARQUES DE VADILLO","0",Null
"par_4_95","URGEL","0",Null
"par_4_96","OPORTO","0",Null
"par_4_97","VISTA ALEGRE","0",Null
"par_4_98","CARABANCHEL","0",Null
"par_4_99","EUGENIA DE MONTIJO","0",Null
